lon,lat,rate
-90.8,35.8,2.67E-05
-90.7,35.8,2.67E-05
-90.8,35.9,2.67E-05
-90.7,35.9,2.67E-05
-90.6,35.9,2.67E-05
-90.7,36,2.67E-05
-90.6,36,2.67E-05
-90.6,36.1,2.67E-05
-90.5,36.1,2.67E-05
-90.6,36.2,2.67E-05
-90.5,36.2,2.67E-05
-90.4,36.2,2.67E-05
