lon,lat,depth,pdf
-122.4,38.3,65.78197479250,2.34378383647164e-07
-122.3,38.3,71.05035400390,1.17603420290918e-07
-122.2,38.3,75.57475280760,5.55714207593267e-08
-122.1,38.3,83.16529846190,2.47333702233271e-08
-122.0,38.3,90.00304412840,1.03673769049381e-08
-121.9,38.3,98.13871002200,4.09229309545161e-09
-121.8,38.3,110.70532989500,1.52151467585175e-09
-125.2,38.4,8.88196086884,3.93093765302824e-09
-125.1,38.4,8.88196086884,1.05555574817399e-08
-125.0,38.4,8.88196086884,2.67005298439444e-08
-124.9,38.4,8.88196086884,6.36275276589684e-08
-124.8,38.4,8.88196086884,1.42797227455221e-07
-124.7,38.4,10.14181423190,3.01882048743707e-07
-124.6,38.4,11.43437862400,6.01062317518533e-07
-124.5,38.4,13.10266971590,1.12714929999965e-06
-124.4,38.4,14.43468093870,1.99106318446876e-06
-124.3,38.4,16.31011390690,3.31236441835810e-06
-124.2,38.4,17.68427658080,5.19062908377294e-06
-124.1,38.4,19.09505653380,7.66061922885601e-06
-124.0,38.4,21.27030372620,1.06493347865140e-05
-123.9,38.4,22.88247108460,1.39429894141761e-05
-123.8,38.4,24.62518882750,1.71940806086666e-05
-123.7,38.4,27.20420646670,1.99712941167155e-05
-123.6,38.4,29.27189826970,2.18488604678828e-05
-123.5,38.4,31.50145530700,2.25126821647316e-05
-123.4,38.4,34.66586303710,2.18488546177216e-05
-123.3,38.4,37.24055480960,1.99712765662318e-05
-123.2,38.4,40.84117507930,1.71944994802120e-05
-123.1,38.4,43.63131713870,1.39429757637998e-05
-123.0,38.4,46.41304779050,1.06493267912937e-05
-122.9,38.4,50.27674484250,7.66099656425647e-06
-122.8,38.4,53.00573730470,5.19063259386969e-06
-122.7,38.4,55.70006179810,3.31236578339573e-06
-122.6,38.4,59.67330551150,1.99106454950638e-06
-122.5,38.4,62.57938766480,1.12724259057101e-06
-122.4,38.4,65.78197479250,6.01062532024445e-07
-122.3,38.4,71.05035400390,3.01882146246394e-07
-122.2,38.4,75.57475280760,1.42797094851566e-07
-122.1,38.4,83.16529846190,6.36264629296215e-08
-122.0,38.4,90.00304412840,2.67023063429098e-08
-121.9,38.4,98.13871002200,1.05538028233764e-08
-121.8,38.4,110.70532989500,3.92926879702974e-09
-125.2,38.5,8.88196086884,9.19748505933003e-09
-125.1,38.5,8.88196086884,2.46634939473345e-08
-125.0,38.5,8.88196086884,6.23061575881817e-08
-124.9,38.5,8.88196086884,1.48295790111536e-07
-124.8,38.5,8.88196086884,3.32441302045247e-07
-124.7,38.5,10.14181423190,7.02069095557916e-07
-124.6,38.5,11.43437862400,1.39649442893161e-06
-124.5,38.5,13.10266971590,2.61654487455594e-06
-124.4,38.5,14.43468093870,4.61831853423642e-06
-124.3,38.5,16.31011390690,7.67770618482202e-06
-124.2,38.5,17.68427658080,1.20236950328635e-05
-124.1,38.5,19.09505653380,1.77357638090247e-05
-124.0,38.5,21.27030372620,2.46437301525871e-05
-123.9,38.5,22.88247108460,3.22533390954518e-05
-123.8,38.5,24.62518882750,3.97627152756113e-05
-123.7,38.5,27.20420646670,4.61754455790339e-05
-123.6,38.5,29.27189826970,5.05100679537823e-05
-123.5,38.5,31.50145530700,5.20425508434499e-05
-123.4,38.5,34.66586303710,5.05100406530299e-05
-123.3,38.5,37.24055480960,4.61754085280126e-05
-123.2,38.5,40.84117507930,3.97636747020559e-05
-123.1,38.5,43.63131713870,3.22533098446456e-05
-123.0,38.5,46.41304779050,2.46437165022108e-05
-122.9,38.5,50.27674484250,1.77366309979269e-05
-122.8,38.5,53.00573730470,1.20236985429602e-05
-122.7,38.5,55.70006179810,7.67771183997789e-06
-122.6,38.5,59.67330551150,4.61832145931704e-06
-122.5,38.5,62.57938766480,2.61676328057584e-06
-122.4,38.5,65.78197479250,1.39649499444719e-06
-122.3,38.5,71.05035400390,7.02069095557915e-07
-122.2,38.5,75.57475280760,3.32440970536109e-07
-122.1,38.5,83.16529846190,1.48293253091608e-07
-122.0,38.5,90.00304412840,6.23102488009474e-08
-121.9,38.5,98.13871002200,2.46593130320964e-08
-121.8,38.5,110.70532989500,9.19351104479471e-09
-125.2,38.6,8.88196086884,1.94956091204592e-08
-125.1,38.6,8.88196086884,5.22059555973582e-08
-125.0,38.6,8.88196086884,1.31715949523103e-07
-124.9,38.6,8.88196086884,3.13114904353745e-07
-124.8,38.6,8.88196086884,7.01132172733609e-07
-124.7,38.6,10.14181423190,1.47914930963954e-06
-124.6,38.6,11.43437862400,2.93938114785877e-06
-124.5,38.6,13.10266971590,5.50249883980680e-06
-124.4,38.6,14.43468093870,9.70446978329759e-06
-124.3,38.6,16.31011390690,1.61217994834929e-05
-124.2,38.6,17.68427658080,2.52315933557997e-05
-124.1,38.6,19.09505653380,3.71982970928180e-05
-124.0,38.6,21.27030372620,5.16634974456403e-05
-123.9,38.6,22.88247108460,6.75907622971951e-05
-123.8,38.6,24.62518882750,8.33028270172111e-05
-123.7,38.6,27.20420646670,9.67172272569385e-05
-123.6,38.6,29.27189826970,1.05782726828366e-04
-123.5,38.6,31.50145530700,1.08987712317050e-04
-123.4,38.6,34.66586303710,1.05782654676378e-04
-123.3,38.6,37.24055480960,9.67171551049498e-05
-123.2,38.6,40.84117507930,8.33048063217664e-05
-123.1,38.6,43.63131713870,6.75906901452064e-05
-123.0,38.6,46.41304779050,5.16634837952639e-05
-122.9,38.6,50.27674484250,3.72001827947935e-05
-122.8,38.6,53.00573730470,2.52315933557998e-05
-122.7,38.6,55.70006179810,1.61218072837079e-05
-122.6,38.6,59.67330551150,9.70447894855022e-06
-122.5,38.6,62.57938766480,5.50294384207234e-06
-122.4,38.6,65.78197479250,2.93938251289639e-06
-122.3,38.6,71.05035400390,1.47914930963954e-06
-122.2,38.6,75.57475280760,7.01131880225547e-07
-122.1,38.6,83.16529846190,3.13109405202172e-07
-122.0,38.6,90.00304412840,1.31724001295033e-07
-121.9,38.6,98.13871002200,5.21969424489298e-08
-121.8,38.6,110.70532989500,1.94870606698391e-08
-125.5,38.7,8.88196086884,5.76695108887680e-11
-125.4,38.7,8.88196086884,1.52350078609470e-10
-125.3,38.7,8.88196086884,3.79949545010038e-10
-125.2,38.7,8.88196086884,3.83353500332907e-08
-125.1,38.7,8.88196086884,1.02105481222826e-07
-125.0,38.7,8.88196086884,2.56429045427275e-07
-124.9,38.7,8.88196086884,6.07174448986581e-07
-124.8,38.7,8.88196086884,1.35496920437614e-06
-124.7,38.7,10.14181423190,2.85013927809433e-06
-124.6,38.7,11.43437862400,5.64949740151295e-06
-124.5,38.7,13.10266971590,1.05527997157279e-05
-124.4,38.7,14.43468093870,1.85763262873615e-05
-124.3,38.7,16.31011390690,3.08104338748044e-05
-124.2,38.7,17.68427658080,4.81546253309608e-05
-124.1,38.7,19.09505653380,7.09098434806867e-05
-124.0,38.7,21.27030372620,9.83874482930678e-05
-123.9,38.7,22.88247108460,1.28614638641991e-04
-123.8,38.7,24.62518882750,1.58408462696085e-04
-123.7,38.7,27.20420646670,1.83825116152677e-04
-123.6,38.7,29.27189826970,2.00979384073990e-04
-123.5,38.7,31.50145530700,2.07016828483447e-04
-123.4,38.7,34.66586303710,2.00902122944450e-04
-123.3,38.7,37.24055480960,1.83681732600611e-04
-123.2,38.7,40.84117507930,1.58221856202669e-04
-123.1,38.7,43.63131713870,1.28400551991143e-04
-123.0,38.7,46.41304779050,9.81728819289976e-05
-122.9,38.7,50.27674484250,7.07169071128015e-05
-122.8,38.7,53.00573730470,4.79884144497075e-05
-122.7,38.7,55.70006179810,3.06795657677003e-05
-122.6,38.7,59.67330551150,1.84799772517029e-05
-122.5,38.7,62.57938766480,1.04871544713548e-05
-122.4,38.7,65.78197479250,5.60641486403342e-06
-122.3,38.7,71.05035400390,2.82389038459879e-06
-122.2,38.7,75.57475280760,1.33992442269837e-06
-122.1,38.7,83.16529846190,5.99044928413446e-07
-122.0,38.7,90.00304412840,2.52297895560818e-07
-121.9,38.7,98.13871002200,1.00105176538634e-07
-121.8,38.7,110.70532989500,3.74247938857257e-08
-125.5,38.8,8.88196086884,2.00276350696354e-10
-125.4,38.8,8.88196086884,5.28355050995660e-10
-125.3,38.8,8.88196086884,1.31593511498356e-09
-125.2,38.8,8.88196086884,6.82345062406429e-08
-125.1,38.8,8.88196086884,1.80807107667621e-07
-125.0,38.8,8.88196086884,4.52065165225425e-07
-124.9,38.8,8.88196086884,1.06629251011025e-06
-124.8,38.8,8.88196086884,2.37163762420270e-06
-124.7,38.8,10.14181423190,4.97434686740856e-06
-124.6,38.8,11.43437862400,9.83552392552936e-06
-124.5,38.8,13.10266971590,1.83324133694149e-05
-124.4,38.8,14.43468093870,3.22114597411355e-05
-124.3,38.8,16.31011390690,5.33403018632271e-05
-124.2,38.8,17.68427658080,8.32533814543480e-05
-124.1,38.8,19.09505653380,1.22452375192161e-04
-124.0,38.8,21.27030372620,1.69739946174593e-04
-123.9,38.8,22.88247108460,2.21714403091176e-04
-123.8,38.8,24.62518882750,2.72902377980037e-04
-123.7,38.8,27.20420646670,3.16537541191531e-04
-123.6,38.8,29.27189826970,3.45961102690115e-04
-123.5,38.8,31.50145530700,3.56288489842820e-04
-123.4,38.8,34.66586303710,3.45753051455621e-04
-123.3,38.8,37.24055480960,3.16158255737325e-04
-123.2,38.8,40.84117507930,2.72422157743777e-04
-123.1,38.8,43.63131713870,2.21195162279396e-04
-123.0,38.8,46.41304779050,1.69258126894258e-04
-122.9,38.8,50.27674484250,1.22064568003071e-04
-122.8,38.8,53.00573730470,8.29725269131834e-05
-122.7,38.8,55.70006179810,5.31725406892432e-05
-122.6,38.8,59.67330551150,3.21384536288755e-05
-122.5,38.8,62.57938766480,1.83281226661507e-05
-122.4,38.8,65.78197479250,9.86868205446346e-06
-122.3,38.8,71.05035400390,5.02315203262028e-06
-122.2,38.8,75.57475280760,2.42047379526904e-06
-122.1,38.8,83.16529846190,1.10693761690712e-06
-122.0,38.8,90.00304412840,4.81933007469673e-07
-121.9,38.8,98.13871002200,2.00694422719630e-07
-121.8,38.8,110.70532989500,8.04157841419465e-08
-121.7,38.8,121.65837097200,8.24702008676225e-09
-121.6,38.8,133.64994812000,4.19084003669078e-09
-121.5,38.8,150.31738281200,2.00772736878195e-09
-121.4,38.8,163.50428772000,9.06933961727049e-10
-121.3,38.8,181.00047302200,3.86272067777080e-10
-121.2,38.8,193.80880737300,1.55095863491255e-10
-121.1,38.8,206.09571838400,5.87118243679467e-11
-125.5,38.9,8.88196086884,6.30165485186135e-10
-125.4,38.9,8.88196086884,1.66009122842294e-09
-125.3,38.9,8.88196086884,4.12932286109922e-09
-125.2,38.9,8.88196086884,1.12376490371589e-07
-125.1,38.9,8.88196086884,2.95277353199167e-07
-125.0,38.9,8.88196086884,7.32945076589390e-07
-124.9,38.9,8.88196086884,1.71808633393604e-06
-124.8,38.9,8.88196086884,3.80105139798681e-06
-124.7,38.9,10.14181423190,7.93604813547450e-06
-124.6,38.9,11.43437862400,1.56300518945049e-05
-124.5,38.9,13.10266971590,2.90357153084199e-05
-124.4,38.9,14.43468093870,5.08720096299434e-05
-124.3,38.9,16.31011390690,8.40368057977923e-05
-124.2,38.9,17.68427658080,1.30893853663759e-04
-124.1,38.9,19.09505653380,1.92191423952354e-04
-124.0,38.9,21.27030372620,2.66025493933194e-04
-123.9,38.9,22.88247108460,3.47072477322819e-04
-123.8,38.9,24.62518882750,4.26801887396309e-04
-123.7,38.9,27.20420646670,4.94686436991133e-04
-123.6,38.9,29.27189826970,5.40391094743891e-04
-123.5,38.9,31.50145530700,5.56352362682669e-04
-123.4,38.9,34.66586303710,5.39847809769383e-04
-123.3,38.9,37.24055480960,4.93702712876847e-04
-123.2,38.9,40.84117507930,4.25567249866122e-04
-123.1,38.9,43.63131713870,3.45775106563523e-04
-123.0,38.9,46.41304779050,2.64865406957836e-04
-122.9,38.9,50.27674484250,1.91309621347320e-04
-122.8,38.9,53.00573730470,1.30327992916998e-04
-122.7,38.9,55.70006179810,8.37821112276722e-05
-122.6,38.9,59.67330551150,5.08643634691930e-05
-122.5,38.9,62.57938766480,2.91908810852382e-05
-122.4,38.9,65.78197479250,1.58593596898919e-05
-122.3,38.9,71.05035400390,8.17641117557614e-06
-122.2,38.9,75.57475280760,4.01206203405117e-06
-122.1,38.9,83.16529846190,1.88208846730990e-06
-122.0,38.9,90.00304412840,8.48458109463176e-07
-121.9,38.9,98.13871002200,3.70183110318808e-07
-121.8,38.9,110.70532989500,1.57400733420147e-07
-121.7,38.9,121.65837097200,2.93624136631728e-08
-121.6,38.9,133.64994812000,1.48596691205241e-08
-121.5,38.9,150.31738281200,7.09616973599298e-09
-121.4,38.9,163.50428772000,3.19756806923821e-09
-121.3,38.9,181.00047302200,1.33792674863669e-09
-121.2,38.9,193.80880737300,5.37888571267095e-10
-121.1,38.9,206.09571838400,2.03897093494513e-10
-126.5,39.0,8.88196086884,3.75452799066694e-09
-126.4,39.0,8.88196086884,6.65658588978887e-09
-126.3,39.0,8.88196086884,1.15020628701701e-08
-126.2,39.0,8.88196086884,1.92967016879941e-08
-126.1,39.0,8.88196086884,3.12954083421055e-08
-126.0,39.0,8.88196086884,4.88601021259448e-08
-125.9,39.0,8.88196086884,7.31130239567225e-08
-125.8,39.0,8.88196086884,1.04458991342382e-07
-125.7,39.0,8.88196086884,1.42014528531772e-07
-125.6,39.0,8.88196086884,1.83192992579520e-07
-125.5,39.0,8.88196086884,2.25520088986904e-07
-125.4,39.0,8.88196086884,2.63008916787589e-07
-125.3,39.0,8.88196086884,2.93359085326148e-07
-125.2,39.0,8.88196086884,4.63962209142416e-07
-125.1,39.0,8.88196086884,7.32712162169593e-07
-125.0,39.0,8.88196086884,1.36466323357166e-06
-124.9,39.0,8.88196086884,2.79066829390174e-06
-124.8,39.0,8.88196086884,5.81246670841912e-06
-124.7,39.0,10.14181423190,1.18065076015487e-05
-124.6,39.0,11.43437862400,2.29290849419983e-05
-124.5,39.0,13.10266971590,4.22397300993149e-05
-124.4,39.0,14.43468093870,7.35783399321786e-05
-124.3,39.0,16.31011390690,1.21009670827049e-04
-124.2,39.0,17.68427658080,1.87813408981579e-04
-124.1,39.0,19.09505653380,2.74961790743419e-04
-124.0,39.0,21.27030372620,3.79677298006122e-04
-123.9,39.0,22.88247108460,4.94374915904710e-04
-123.8,39.0,24.62518882750,6.06974704981057e-04
-123.7,39.0,27.20420646670,7.02644868427884e-04
-123.6,39.0,29.27189826970,7.66868270110867e-04
-123.5,39.0,31.50145530700,7.89055045642667e-04
-123.4,39.0,34.66586303710,7.65448435976125e-04
-123.3,39.0,37.24055480960,7.00088055454712e-04
-123.2,39.0,40.84117507930,6.03784748556618e-04
-123.1,39.0,43.63131713870,4.91090128366450e-04
-123.0,39.0,46.41304779050,3.76819318731935e-04
-122.9,39.0,50.27674484250,2.72886660546819e-04
-122.8,39.0,53.00573730470,1.86624662066271e-04
-122.7,39.0,55.70006179810,1.20654053175197e-04
-122.6,39.0,59.67330551150,7.38524570376401e-05
-122.5,39.0,62.57938766480,4.28868983371461e-05
-122.4,39.0,65.78197479250,2.36963881910985e-05
-122.3,39.0,71.05035400390,1.25102677642173e-05
-122.2,39.0,75.57475280760,6.34304591271887e-06
-122.1,39.0,83.16529846190,3.10894085641548e-06
-122.0,39.0,90.00304412840,1.48238598935181e-06
-121.9,39.0,98.13871002200,6.92534210248857e-07
-121.8,39.0,110.70532989500,3.18197777952466e-07
-121.7,39.0,121.65837097200,9.20453586867078e-08
-121.6,39.0,133.64994812000,4.66037787851379e-08
-121.5,39.0,150.31738281200,2.22675233574448e-08
-121.4,39.0,163.50428772000,1.00419800160573e-08
-121.3,39.0,181.00047302200,4.19826525635135e-09
-121.2,39.0,193.80880737300,1.68999600468520e-09
-121.1,39.0,206.09571838400,6.41524333768906e-10
-126.5,39.1,8.88196086884,1.29754928671688e-08
-126.4,39.1,8.88196086884,2.29844196671836e-08
-126.3,39.1,8.88196086884,3.96819908506123e-08
-126.2,39.1,8.88196086884,6.65155182603549e-08
-126.1,39.1,8.88196086884,1.07789646094874e-07
-126.0,39.1,8.88196086884,1.68155781010412e-07
-125.9,39.1,8.88196086884,2.51446541095023e-07
-125.8,39.1,8.88196086884,3.59040444694667e-07
-125.7,39.1,8.88196086884,4.87864973471839e-07
-125.6,39.1,8.88196086884,6.29027940832117e-07
-125.5,39.1,8.88196086884,7.72584209158704e-07
-125.4,39.1,8.88196086884,8.98589096718397e-07
-125.3,39.1,8.88196086884,9.96587136828244e-07
-125.2,39.1,8.88196086884,1.25489170495036e-06
-125.1,39.1,8.88196086884,1.62633521300938e-06
-125.0,39.1,8.88196086884,2.47458622676439e-06
-124.9,39.1,8.88196086884,4.39178488531286e-06
-124.8,39.1,8.88196086884,8.46131129824878e-06
-124.7,39.1,10.14181423190,1.65127017978929e-05
-124.6,39.1,11.43437862400,3.13732798384695e-05
-124.5,39.1,13.10266971590,5.70087371259290e-05
-124.4,39.1,14.43468093870,9.83398572313205e-05
-124.3,39.1,16.31011390690,1.60514791802616e-04
-124.2,39.1,17.68427658080,2.47604974210312e-04
-124.1,39.1,19.09505653380,3.60668057056378e-04
-124.0,39.1,21.27030372620,4.95945079682971e-04
-123.9,39.1,22.88247108460,6.43549698593826e-04
-123.8,39.1,24.62518882750,7.87937840349254e-04
-123.7,39.1,27.20420646670,9.10151121401287e-04
-123.6,39.1,29.27189826970,9.91747629937422e-04
-123.5,39.1,31.50145530700,1.01938490320073e-03
-123.4,39.1,34.66586303710,9.88450908070215e-04
-123.3,39.1,37.24055480960,9.04256771935945e-04
-123.2,39.1,40.84117507930,7.80668527485934e-04
-123.1,39.1,43.63131713870,6.36252850971569e-04
-123.0,39.1,46.41304779050,4.89859449445375e-04
-122.9,39.1,50.27674484250,3.56604067041041e-04
-122.8,39.1,53.00573730470,2.45781634953800e-04
-122.7,39.1,55.70006179810,1.60710661051340e-04
-122.6,39.1,59.67330551150,9.99841718033932e-05
-122.5,39.1,62.57938766480,5.94098597578240e-05
-122.4,39.1,65.78197479250,3.38821780409713e-05
-122.3,39.1,71.05035400390,1.86626524367602e-05
-122.2,39.1,75.57475280760,9.99247497655498e-06
-122.1,39.1,83.16529846190,5.23384793000952e-06
-122.0,39.1,90.00304412840,2.69149441038224e-06
-121.9,39.1,98.13871002200,1.36252076801910e-06
-121.8,39.1,110.70532989500,6.77119756881873e-07
-121.7,39.1,121.65837097200,2.61502129756174e-07
-121.6,39.1,133.64994812000,1.32453317497100e-07
-121.5,39.1,150.31738281200,6.33246472607074e-08
-121.4,39.1,163.50428772000,2.85775891811369e-08
-121.3,39.1,181.00047302200,1.19351538174111e-08
-121.2,39.1,193.80880737300,4.81072078239969e-09
-121.1,39.1,206.09571838400,1.82868909246844e-09
-126.5,39.2,8.88196086884,4.44791113731495e-08
-126.4,39.2,8.88196086884,7.87073089014202e-08
-126.3,39.2,8.88196086884,1.35742328851780e-07
-126.2,39.2,8.88196086884,2.27310062823767e-07
-126.1,39.2,8.88196086884,3.68000707665470e-07
-126.0,39.2,8.88196086884,5.73576368426159e-07
-125.9,39.2,8.88196086884,8.57012020233734e-07
-125.8,39.2,8.88196086884,1.22280156195307e-06
-125.7,39.2,8.88196086884,1.66053562617184e-06
-125.6,39.2,8.88196086884,2.14002486528417e-06
-125.5,39.2,8.88196086884,2.62248649332415e-06
-125.4,39.2,8.88196086884,3.04211387947043e-06
-125.3,39.2,8.88196086884,3.35547640164925e-06
-125.2,39.2,8.88196086884,3.76735524922334e-06
-125.1,39.2,8.88196086884,4.23636540650183e-06
-125.0,39.2,8.88196086884,5.24200461483140e-06
-124.9,39.2,8.88196086884,7.57294890740800e-06
-124.8,39.2,8.88196086884,1.26292243580056e-05
-124.7,39.2,10.14181423190,2.27003065862042e-05
-124.6,39.2,11.43437862400,4.12321314769782e-05
-124.5,39.2,13.10266971590,7.29501730180789e-05
-124.4,39.2,14.43468093870,1.23591524440414e-04
-124.3,39.2,16.31011390690,1.99021198600727e-04
-124.2,39.2,17.68427658080,3.03697665787372e-04
-124.1,39.2,19.09505653380,4.38450455464587e-04
-124.0,39.2,21.27030372620,5.98459756284407e-04
-123.9,39.2,22.88247108460,7.71856897611891e-04
-123.8,39.2,24.62518882750,9.40376818009039e-04
-123.7,39.2,27.20420646670,1.08204498579410e-03
-123.6,39.2,29.27189826970,1.17571591513625e-03
-123.5,39.2,31.50145530700,1.20633287052823e-03
-123.4,39.2,34.66586303710,1.16896564807933e-03
-123.3,39.2,37.24055480960,1.07009878102210e-03
-123.2,39.2,40.84117507930,9.25919548524815e-04
