lon,lat,rate
-90.8,35,3.48E-05
-90.7,35,3.48E-05
-90.8,35.1,3.48E-05
-90.7,35.1,3.48E-05
-90.7,35.2,3.48E-05
-90.7,35.3,3.48E-05
-90.7,35.4,3.48E-05
-90.7,35.5,3.48E-05
-90.7,35.6,3.48E-05
-90.7,35.7,3.48E-05
