lon,lat,ss_wt,r_wt,n_wt,5.05,5.15,5.25,5.35,5.45,5.55,5.65,5.75,5.85,5.95,6.05,6.15,6.25,6.35,6.45,6.55,6.65,6.75,6.85,6.95,7.05,7.15,7.25,7.35,7.45,7.55,7.65,7.75,7.85
-118.2,32.5,0.5,0.4994742233,5.257767E-4,1.0362561E-4,8.6191521E-5,7.1690438E-5,5.9629294E-5,4.9596537E-5,4.1250614E-5,3.430931E-5,2.8534631E-5,2.3061699E-5,1.7289828E-5,1.3150097E-5,1.1934625E-5,1.0834924E-5,9.0199445E-6,7.2224676E-6,5.6036758E-6,4.2882127E-6,3.2343678E-6,2.3085196E-6,1.6019068E-6,1.0806323E-6,7.0120762E-7,4.3245235E-7,2.3285467E-7,1.1279314E-7,3.6705287E-8,9.5064278E-9,4.4265646E-9,3.5362485E-9
-118.1,32.5,0.5,0.4996263735,3.736265E-4,1.4964849E-4,1.2447198E-4,1.0353105E-4,8.6113289E-5,7.1625516E-5,5.9574672E-5,4.9551442E-5,4.1214E-5,3.3996667E-5,7.2254266E-6,5.4941822E-6,4.9881549E-6,4.5288562E-6,3.7727894E-6,3.0204565E-6,2.3430604E-6,1.7925368E-6,1.3516382E-6,9.6443843E-7,6.689937E-7,4.5105445E-7,2.9255811E-7,1.8029753E-7,9.6982347E-8,4.6898339E-8,1.5217663E-8,3.9634622E-9,1.8483272E-9,1.4616708E-9
-118.0,32.5,0.5,0.4997417785,2.582215E-4,1.1197295E-4,9.313504E-5,7.7466352E-5,6.4433705E-5,5.3593621E-5,4.4577233E-5,3.7077727E-5,3.083991E-5,2.565152E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-117.9,32.5,0.5,0.4998263621,1.736379E-4,8.0508962E-5,6.6964428E-5,5.5698575E-5,4.6328052E-5,3.8533977E-5,3.2051127E-5,2.6658937E-5,2.2173886E-5,1.8430252E-5,3.440956E-7,2.6180107E-7,2.3746862E-7,2.1556298E-7,1.7926258E-7,1.4357654E-7,1.11427E-7,8.5305919E-8,6.4369573E-8,4.5965044E-8,3.1913519E-8,2.1546623E-8,1.3990597E-8,8.6380409E-9,4.6585335E-9,2.262446E-9,7.3952107E-10,1.8988265E-10,8.8209937E-11,7.1575385E-11
-117.8,32.5,0.5,0.49988531,1.1469E-4,6.3222084E-5,5.2585569E-5,4.3738477E-5,3.6379965E-5,3.0259021E-5,2.5167283E-5,2.0932447E-5,1.7409425E-5,1.4120417E-5,9.5420495E-6,7.262531E-6,6.5838161E-6,5.9758051E-6,4.9641894E-6,3.9769911E-6,3.0873185E-6,2.3645904E-6,1.7850318E-6,1.2752517E-6,8.8590276E-7,5.9862321E-7,3.8895363E-7,2.4041498E-7,1.2986051E-7,6.3230024E-8,2.0757977E-8,5.2847265E-9,2.4492996E-9,2.0180934E-9
-117.7,32.5,0.5,0.4999186847,8.13153E-5,5.4025389E-5,4.4936108E-5,3.737595E-5,3.1087852E-5,2.5857264E-5,2.1506125E-5,1.7887275E-5,1.4876645E-5,1.2035537E-5,9.1395694E-6,6.9671442E-6,6.3061325E-6,5.7158618E-6,4.7473603E-6,3.8056439E-6,2.9282956E-6,2.2442735E-6,1.6820257E-6,1.2017728E-6,8.3494932E-7,5.6428518E-7,3.6669002E-7,2.267031E-7,1.224915E-7,5.9671856E-8,1.9606372E-8,4.9832961E-9,2.3085438E-9,1.9077785E-9
-117.6,32.5,0.5,0.4999213975,7.86025E-5,4.0733663E-5,3.3880725E-5,2.8180693E-5,2.3439653E-5,1.9496139E-5,1.621594E-5,1.3487655E-5,1.1218222E-5,9.2499303E-6,3.1643536E-6,2.480388E-6,2.1852253E-6,1.9299409E-6,1.603848E-6,1.2998329E-6,8.2916157E-7,6.4394389E-7,4.0139467E-7,2.8676167E-7,1.9920978E-7,1.3461E-7,8.7462308E-8,5.4060928E-8,2.9200985E-8,1.4218087E-8,4.6676525E-9,1.1883504E-9,5.5076491E-10,4.5378518E-10
-117.5,32.5,0.5,0.4998647052,1.352948E-4,3.5517822E-5,2.9542437E-5,2.4572329E-5,2.0438373E-5,1.6999898E-5,1.4139899E-5,1.1761056E-5,9.7824204E-6,8.1366629E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-117.4,32.5,0.5,0.4996721521,3.278479E-4,5.3494097E-5,4.4494452E-5,3.7008873E-5,3.078264E-5,2.5603885E-5,2.1296384E-5,1.771356E-5,1.4733498E-5,1.225479E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-117.3,32.5,0.5,0.4991737393,8.262607E-4,4.091022E-5,3.4027639E-5,2.8302957E-5,2.3541375E-5,1.9580863E-5,1.6286652E-5,1.3546647E-5,1.126761E-5,9.37199E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-117.2,32.5,0.5,0.4979846458,0.0020153542,3.9424939E-5,3.2792236E-5,2.7275394E-5,2.2686684E-5,1.8869962E-5,1.5695351E-5,1.3054824E-5,1.085853E-5,9.0317318E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-117.1,32.5,0.5,0.4954577566,0.0045422434,4.0337335E-5,3.3550992E-5,2.7906345E-5,2.3211426E-5,1.9306155E-5,1.6057598E-5,1.3355717E-5,1.1108059E-5,9.0501137E-6,4.9384078E-6,3.7573492E-6,3.4081028E-6,3.0937121E-6,2.5726956E-6,2.0605537E-6,1.5991628E-6,1.2242897E-6,9.2382243E-7,6.5968804E-7,4.5802511E-7,3.0924257E-7,2.0079858E-7,1.2397867E-7,6.6863826E-8,3.24741E-8,1.0615444E-8,2.7253158E-9,1.2660003E-9,1.0274979E-9
-118.2,32.6,0.5,0.4998112202,1.887798E-4,2.3866178E-4,1.9850978E-4,1.6511277E-4,1.3733463E-4,1.1422915E-4,9.500995E-5,7.9024577E-5,6.5727549E-5,5.4082897E-5,1.4619483E-5,1.1110489E-5,1.0095996E-5,9.1679813E-6,7.6499894E-6,6.12207E-6,4.7470626E-6,3.629305E-6,2.7347942E-6,1.949955E-6,1.3514333E-6,9.0998797E-7,5.8961564E-7,3.6273017E-7,1.9462791E-7,9.3729279E-8,3.0197257E-8,7.9741218E-9,3.7322909E-9,2.8787004E-9
-118.1,32.6,0.5,0.4998662533,1.337467E-4,2.3531623E-4,1.9572752E-4,1.6279906E-4,1.3541036E-4,1.1262943E-4,9.368108E-5,7.7920528E-5,6.4811472E-5,5.3907835E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-118.0,32.6,0.5,0.4999076313,9.23687E-5,1.7908388E-4,1.4895548E-4,1.2389577E-4,1.0305202E-4,8.5714933E-5,7.1294575E-5,5.9300243E-5,4.9323792E-5,4.1025224E-5,1.2939894E-8,9.8341085E-9,8.9360588E-9,8.1146464E-9,6.7709162E-9,5.4186006E-9,4.2016145E-9,3.2123173E-9,2.4206021E-9,1.7259469E-9,1.1961961E-9,8.0547268E-10,5.2190329E-10,3.2108107E-10,1.7228613E-10,8.2974396E-11,2.6734824E-11,7.058521E-12,3.3035855E-12,2.548883E-12
-117.9,32.6,0.5,0.4999377872,6.22128E-5,1.2290436E-4,1.0222709E-4,8.5028455E-5,7.0723457E-5,5.8824632E-5,4.8926987E-5,4.069481E-5,3.3846884E-5,2.7742383E-5,1.0462986E-5,7.9562479E-6,7.2231122E-6,6.5579604E-6,5.4626529E-6,4.3734396E-6,3.3926898E-6,2.5956402E-6,1.9572795E-6,1.3966389E-6,9.688407E-7,6.5326641E-7,4.2373869E-7,2.6116647E-7,1.4050096E-7,6.7958152E-8,2.2059689E-8,5.7411857E-9,2.676818E-9,2.1197097E-9
-117.8,32.6,0.5,0.4999588307,4.11693E-5,7.4989306E-5,6.2373026E-5,5.187923E-5,4.3151109E-5,3.5890842E-5,2.9851267E-5,2.4828152E-5,2.0649259E-5,1.6693165E-5,1.2658897E-5,9.6327215E-6,8.7354844E-6,7.9293119E-6,6.5912527E-6,5.2796628E-6,4.0978915E-6,3.1377803E-6,2.3680914E-6,1.6913196E-6,1.1745426E-6,7.9326227E-7,5.1521375E-7,3.1824256E-7,1.7173633E-7,8.3489958E-8,2.7337411E-8,6.9955958E-9,3.2468055E-9,2.6506034E-9
-117.7,32.6,0.5,0.4999698729,3.01271E-5,5.4147007E-5,4.503736E-5,3.7460271E-5,3.1158028E-5,2.5915815E-5,2.1555203E-5,1.7928373E-5,1.491133E-5,1.2190555E-5,7.6477612E-6,5.9636696E-6,5.2804896E-6,4.6867045E-6,3.8943444E-6,3.1495651E-6,2.0880984E-6,1.6169506E-6,1.0525745E-6,7.5199536E-7,5.2242032E-7,3.5302836E-7,2.2938832E-7,1.4179612E-7,7.6598662E-8,3.7302239E-8,1.2249271E-8,3.1169139E-9,1.4443844E-9,1.191195E-9
-117.6,32.6,0.5,0.4999662521,3.37479E-5,5.2115667E-5,4.3347924E-5,3.6055232E-5,2.9989436E-5,2.4944126E-5,2.0747621E-5,1.7257119E-5,1.4353847E-5,1.193901E-5,5.1085057E-6,4.24907E-6,3.5342225E-6,2.9396382E-6,2.4450846E-6,2.0337327E-6,6.7663404E-7,5.6279968E-7,0,0,0,0,0,0,0,0,0,0,0,0
-117.5,32.6,0.5,0.4999271831,7.28169E-5,5.10756E-5,4.2482834E-5,3.5335682E-5,2.939094E-5,2.4446319E-5,2.0333563E-5,1.6912721E-5,1.4067388E-5,1.1700744E-5,2.3796563E-6,1.9793119E-6,1.6463199E-6,1.3693492E-6,1.1389751E-6,9.4735822E-7,3.1519128E-7,2.6216468E-7,0,0,0,0,0,0,0,0,0,0,0,0
-117.4,32.6,0.5,0.4997905678,2.094322E-4,4.9341367E-5,4.1040361E-5,3.4135886E-5,2.8392993E-5,2.3616263E-5,1.9643152E-5,1.6338462E-5,1.3589741E-5,1.1303454E-5,1.8401434E-6,1.5305646E-6,1.2730682E-6,1.058892E-6,3.5229915E-7,2.9302967E-7,2.4373146E-7,0,0,0,0,0,0,0,0,0,0,0,0,0
-117.3,32.6,0.5,0.4994144482,5.855518E-4,4.5688303E-5,3.8001875E-5,3.1608583E-5,2.6290874E-5,2.1867797E-5,1.8188841E-5,1.5128819E-5,1.2583604E-5,1.0466586E-5,2.8752615E-6,2.3915383E-6,1.9891949E-6,1.6545403E-6,5.5047458E-7,4.5786481E-7,3.8083536E-7,0,0,0,0,0,0,0,0,0,0,0,0,0
-117.2,32.6,0.5,0.4984644671,0.0015355329,4.9522201E-5,4.1190773E-5,3.4260992E-5,2.8497052E-5,2.3702816E-5,1.9715143E-5,1.6398342E-5,1.3639547E-5,1.1344881E-5,7.3747211E-7,6.1340258E-7,5.1020605E-7,4.243709E-7,1.4119052E-7,1.1743716E-7,9.7679972E-8,0,0,0,0,0,0,0,0,0,0,0,0,0
-117.1,32.6,0.5,0.4964137962,0.0035862038,3.1190837E-5,2.5943401E-5,2.1578773E-5,1.7948439E-5,1.4928847E-5,1.2417246E-5,1.0328194E-5,8.5905802E-6,7.1357461E-6,2.5082666E-7,1.9084925E-7,1.7309572E-7,1.5712543E-7,1.3064368E-7,1.0464056E-7,8.1213091E-8,6.2179073E-8,4.6921906E-8,3.3508495E-8,2.326701E-8,1.5710963E-8,1.0202474E-8,6.3003066E-9,3.3986331E-9,1.6512455E-9,5.4011534E-10,1.3849378E-10,6.4313382E-11,5.2313278E-11
-117.0,32.6,0.5,0.492492757,0.007507243,3.8215435E-5,3.1786055E-5,2.6438315E-5,2.1990365E-5,1.8290485E-5,1.521273E-5,1.2652934E-5,1.0523415E-5,8.5402641E-6,5.5806434E-6,4.2464764E-6,3.8510623E-6,3.4956814E-6,2.9059657E-6,2.3276751E-6,1.8066327E-6,1.3833161E-6,1.0439669E-6,7.4559412E-7,5.1776398E-7,3.4967078E-7,2.2709823E-7,1.4026754E-7,7.5687218E-8,3.6790134E-8,1.2043355E-8,3.0833592E-9,1.4312416E-9,1.1674134E-9
-116.9,32.6,0.5,0.485857122,0.014142878,4.2388213E-5,3.5256776E-5,2.9325087E-5,2.4391458E-5,2.0287543E-5,1.6873634E-5,1.4034284E-5,1.1672137E-5,9.43672E-6,7.1578478E-6,5.4471406E-6,4.9391714E-6,4.4832409E-6,3.7258494E-6,2.98461E-6,2.3166878E-6,1.7740643E-6,1.3390157E-6,9.564369E-7,6.6428043E-7,4.4872182E-7,2.9148038E-7,1.8008764E-7,9.7215105E-8,4.728735E-8,1.549789E-8,3.958662E-9,1.8363826E-9,1.5040971E-9
-116.8,32.6,0.5,0.4757268829,0.0242731171,4.6992972E-5,3.9086827E-5,3.2510762E-5,2.7041177E-5,2.2491442E-5,1.8706672E-5,1.5558877E-5,1.2940123E-5,1.0463201E-5,7.939341E-6,6.0425564E-6,5.4780557E-6,4.9721979E-6,4.1307668E-6,3.3092501E-6,2.568908E-6,1.9674825E-6,1.4852124E-6,1.0610241E-6,7.3705431E-7,4.9801596E-7,3.235704E-7,1.9998658E-7,1.08012E-7,5.2583027E-8,1.7257773E-8,4.3960481E-9,2.0377362E-9,1.6773185E-9
-116.7,32.6,0.5,0.4614374327,0.0385625673,5.9056922E-5,4.9121124E-5,4.0856862E-5,3.3983136E-5,2.8265401E-5,2.3509009E-5,1.9553116E-5,1.6262079E-5,1.3147537E-5,9.9723844E-6,7.5889728E-6,6.8813226E-6,6.2461236E-6,5.1909906E-6,4.1582536E-6,3.2276708E-6,2.4716586E-6,1.8655298E-6,1.3325086E-6,9.2546878E-7,6.2514744E-7,4.0607907E-7,2.5088717E-7,1.3543123E-7,6.5874075E-8,2.1588174E-8,5.5149691E-9,2.5584204E-9,2.0950397E-9
-116.6,32.6,0.5,0.4423869721,0.0576130279,6.1520038E-5,5.1169847E-5,4.2560907E-5,3.5400495E-5,2.9444289E-5,2.448953E-5,2.036865E-5,1.6940355E-5,1.370127E-5,1.0404014E-5,7.9202412E-6,7.1776632E-6,6.5143738E-6,5.4081644E-6,4.3333408E-6,3.3645013E-6,2.5775388E-6,1.946287E-6,1.3908391E-6,9.6651969E-7,6.5342011E-7,4.2472338E-7,2.6269709E-7,1.4202714E-7,6.9258321E-8,2.2794713E-8,5.7744544E-9,2.6725962E-9,2.2218478E-9
-116.5,32.6,0.5,0.4179454453,0.0820545547,7.1927147E-5,5.9826056E-5,4.9760774E-5,4.1389063E-5,3.442527E-5,2.8632334E-5,2.3814342E-5,1.9806095E-5,1.6020278E-5,1.2167575E-5,9.2634149E-6,8.3939933E-6,7.6181363E-6,6.3231946E-6,5.0667703E-6,3.9341616E-6,3.0142031E-6,2.2762004E-6,1.6267452E-6,1.1305768E-6,7.644542E-7,4.9695852E-7,3.0744103E-7,1.6626764E-7,8.1118533E-8,2.672006E-8,6.7579629E-9,3.1263989E-9,2.6066284E-9
-116.4,32.6,0.5,0.3875572212,0.1124427788,8.9193362E-5,7.4187384E-5,6.1705915E-5,5.1324563E-5,4.26891E-5,3.5505558E-5,2.9530998E-5,2.4560565E-5,1.9863357E-5,1.5080796E-5,1.1479952E-5,1.0404452E-5,9.4431247E-6,7.8407611E-6,6.2822517E-6,4.877489E-6,3.7364112E-6,2.8211737E-6,2.0159108E-6,1.4007835E-6,9.4689521E-7,6.1542536E-7,3.8058948E-7,2.0572066E-7,1.0028212E-7,3.2985678E-8,8.3659204E-9,3.8732701E-9,3.2132189E-9
-116.3,32.6,0.5,0.3509787234,0.1490212766,1.4927507E-4,1.2416087E-4,1.0327172E-4,8.589736E-5,7.1444934E-5,5.9422422E-5,4.9423305E-5,4.1104721E-5,3.3214784E-5,2.515545E-5,1.9134142E-5,1.7363105E-5,1.5762757E-5,1.3118807E-5,1.0505195E-5,8.1511986E-6,6.2383715E-6,4.7057789E-6,3.3591278E-6,2.3312628E-6,1.5729801E-6,1.0208555E-6,6.2976472E-7,3.3923279E-7,1.6442977E-7,5.3568911E-8,1.3843794E-8,6.4424225E-9,5.16694E-9
-116.2,32.6,0.5,0.308662504,0.191337496,3.9307819E-4,3.2694618E-4,2.7193983E-4,2.2618885E-4,1.88132E-4,1.5647358E-4,1.3014336E-4,1.0823844E-4,8.7364328E-5,6.5953324E-5,5.0115203E-5,4.5550608E-5,4.1365714E-5,3.4532799E-5,2.7632481E-5,2.1423667E-5,1.6376096E-5,1.2337527E-5,8.7950419E-6,6.093959E-6,4.1018314E-6,2.656939E-6,1.6337143E-6,8.7596074E-7,4.2134061E-7,1.3546237E-7,3.5915294E-8,1.6827896E-8,1.2884886E-8
-116.1,32.6,0.5,0.2621155253,0.2378844747,5.0254433E-4,4.1799558E-4,3.4767082E-4,2.891789E-4,2.405238E-4,2.0004899E-4,1.663862E-4,1.3838111E-4,1.1168273E-4,8.4287622E-5,6.4040819E-5,5.8216317E-5,5.2869319E-5,4.4148249E-5,3.5324249E-5,2.7385222E-5,2.0930773E-5,1.5767197E-5,1.1238593E-5,7.785931E-6,5.2395524E-6,3.3933026E-6,2.0858783E-6,1.1179313E-6,5.3735274E-7,1.7254968E-7,4.5855841E-8,2.1498662E-8,1.6391106E-8
-116.0,32.6,0.5,0.2139355662,0.2860644338,3.4505109E-4,2.869993E-4,2.3871379E-4,1.9855276E-4,1.6514585E-4,1.3735572E-4,1.1424268E-4,9.5014323E-5,7.6778539E-5,5.7070698E-5,4.3337801E-5,3.9060205E-5,3.5425524E-5,2.9543264E-5,2.3645864E-5,1.8337711E-5,1.4023032E-5,1.0569226E-5,7.5379129E-6,5.2257787E-6,3.5203584E-6,2.2817876E-6,1.4046011E-6,7.5430658E-7,3.6378027E-7,1.174918E-7,3.0877865E-8,1.4434191E-8,1.1229974E-8
-118.3,32.7,0.5,0.4999099162,9.00838E-5,1.7964052E-4,1.4941836E-4,1.2428064E-4,1.0337208E-4,8.5980928E-5,7.1515343E-5,5.9483522E-5,4.9475617E-5,4.098948E-5,4.0846108E-6,3.1048875E-6,2.8204107E-6,2.5609847E-6,2.1355668E-6,1.7093011E-6,1.3256162E-6,1.0137458E-6,7.6409091E-7,5.449653E-7,3.778225E-7,2.5453781E-7,1.6499219E-7,1.0157335E-7,5.4554352E-8,2.6315496E-8,8.5023147E-9,2.2329208E-9,1.0436098E-9,8.1297037E-10
-118.2,32.7,0.5,0.4999349137,6.50863E-5,2.274813E-4,1.892107E-4,1.5737861E-4,1.3090182E-4,1.088794E-4,9.0561937E-5,7.5326138E-5,6.2653552E-5,5.2112955E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-118.1,32.7,0.5,0.4999541342,4.58658E-5,2.6247924E-4,2.1832072E-4,1.8159127E-4,1.5104104E-4,1.2563046E-4,1.0449487E-4,8.6915045E-5,7.2292785E-5,6.013052E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-118.0,32.7,0.5,0.4999684702,3.15298E-5,2.5608233E-4,2.1299945E-4,1.7716463E-4,1.4735889E-4,1.2256677E-4,1.0194445E-4,8.4792133E-5,7.052425E-5,5.7926129E-5,1.8130029E-5,1.3775817E-5,1.2521726E-5,1.1371428E-5,9.49397E-6,7.596716E-6,5.8896446E-6,4.5018286E-6,3.3914831E-6,2.4175813E-6,1.6750222E-6,1.1273679E-6,7.3020194E-7,4.4894439E-7,2.4067839E-7,1.1573883E-7,3.7194478E-8,9.869535E-9,4.6253069E-9,3.5362387E-9
-117.9,32.7,0.5,0.4999788513,2.11487E-5,1.4345353E-4,1.1931873E-4,9.924422E-5,8.2547442E-5,6.8658636E-5,5.7104958E-5,4.7495782E-5,3.9501609E-5,3.1902591E-5,2.4125227E-5,1.8341735E-5,1.665672E-5,1.5123788E-5,1.2605088E-5,1.0090316E-5,7.8263826E-6,5.9863338E-6,4.5130182E-6,3.2194982E-6,2.2326675E-6,1.5047479E-6,9.7569503E-7,6.0098916E-7,3.2303605E-7,1.560229E-7,5.0521002E-8,1.3211611E-8,6.1677799E-9,4.8419533E-9
-117.8,32.7,0.5,0.499986091,1.3909E-5,7.7866249E-5,6.4765973E-5,5.3869607E-5,4.4806637E-5,3.726787E-5,3.099667E-5,2.5780886E-5,2.1441766E-5,1.7365409E-5,1.2567166E-5,9.5836901E-6,8.6732654E-6,7.8569429E-6,6.5332559E-6,5.2373306E-6,4.0104175E-6,3.0730964E-6,2.2934062E-6,1.637746E-6,1.1371448E-6,7.6780944E-7,4.9858216E-7,3.0786484E-7,1.6605674E-7,8.066554E-8,2.6377543E-8,6.767516E-9,3.1431774E-9,2.5540366E-9
-117.7,32.7,0.5,0.4999892179,1.07821E-5,5.3921322E-5,4.4849782E-5,3.7304402E-5,3.1028442E-5,2.5808296E-5,2.1466326E-5,1.7854854E-5,1.4850915E-5,1.2325767E-5,5.3662435E-6,4.4135385E-6,3.7112355E-6,3.1238487E-6,2.5978772E-6,2.1495605E-6,8.4572486E-7,6.8838877E-7,1.3209135E-7,9.4363763E-8,6.5549973E-8,4.4290022E-8,2.8775521E-8,1.7784489E-8,9.6049052E-9,4.6755726E-9,1.5343353E-9,3.9093382E-10,1.8122485E-10,1.491063E-10
-117.6,32.7,0.5,0.4999838471,1.61529E-5,5.8012448E-5,4.8252652E-5,4.0134808E-5,3.3382679E-5,2.7766503E-5,2.3095171E-5,1.9209727E-5,1.5977955E-5,1.3289884E-5,5.0064848E-6,4.1642127E-6,3.4636413E-6,2.8809313E-6,2.3962543E-6,1.9931175E-6,6.6312113E-7,5.5156013E-7,0,0,0,0,0,0,0,0,0,0,0,0
-117.5,32.7,0.5,0.4999542192,4.57808E-5,6.1094873E-5,5.0816502E-5,4.2267326E-5,3.515643E-5,2.9241845E-5,2.4322307E-5,2.0230414E-5,1.6826925E-5,1.3996027E-5,3.7845203E-6,3.1478269E-6,2.6182484E-6,2.1777641E-6,1.3449746E-6,1.1187011E-6,5.0126893E-7,2.3800982E-7,0,0,0,0,0,0,0,0,0,0,0,0
-117.4,32.7,0.5,0.4998492971,1.507029E-4,4.3537569E-5,3.6212973E-5,3.0120639E-5,2.5053256E-5,2.0838391E-5,1.7332618E-5,1.4416644E-5,1.1991242E-5,9.9738809E-6,4.0045568E-6,3.3308452E-6,2.7704764E-6,2.3043819E-6,7.6668044E-7,6.3769701E-7,5.3041327E-7,0,0,0,0,0,0,0,0,0,0,0,0,0
